,0
150,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
151,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
152,"見た目だけじゃなくて機能性とか心地よさとか、考えなきゃいけないことがたくさんあるなぁ... デザインって奥が深い。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
153,どうしてこうなった꒰(๑´•.̫ • `๑)꒱ / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/61p5ckA  #デザイン
154,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
155,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
156,471件のコメント http://b.hatena.ne.jp/entry/ddd.entaku-guild.com/entry/bad-design-award-2017#tw?u=riijon … “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/Yye8uVm 
157,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
158,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
159,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
なるほど酷い"
160,"今日はマスクしてるからワロてもバレない。ハラ痛いwwwwww
バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） "
161,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
162,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
163,テプラ貼るくらいならダイモテープ貼った方がカッコいいかもね / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note” http://htn.to/33v3hcq8MUq 
164,"逆説的にデザインの大切さがよく分かる。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
165,"自分の関わった製品が現場でテプラを張られてたことを思いだして「あー」となる。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
166,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
167,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
168,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
169,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
170,"ワロタw＞
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
171,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
172,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
173,"孔明の罠ほんと面白い
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
174,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
175,デザインってホント大事なんだなと思う。 _バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
176,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
177,こういうの大好き。ここでもテプラが登場するデザインは危ないということが分かるw ｜ バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
178,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
179,よかれくそデザイン滅亡のためにみんなでよくしていかないとねという気持ちにさせられる。何処がダメか書いてあるのはとても良い。 / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Dru…” http://htn.to/9WjTYriUT 
180,VOWみたいで楽しい´∀｀もっと見たい | バッドデザイン賞を勝手にノミネートしてみた-2017年度版- 
181,"最後のは笑ったw 個人的には≡だけのハンバーガーメニューを根絶やしにして欲しい。今年初めてアレがメニューのアイコンだと知ったよ…
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - "
182,「取り扱い説明には「（中略）外国人の方で、お手伝いを必要とされる方のための〜」とあるが、英語表記は一切無い。ゆえに外国人が困ってもこれを押すことは絶対に無い。」ww／バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
183,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
184,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
185,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
186,"BAD DESIGN AWARD 2017

バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
187,保存するのフロッピーマークもそろそろバッドデザインになりそう。→バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌  - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
188,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
189,"なんで？　どうして？　だれも作る前にチェックしかかったのかな？　コスト削減のせい？　とか疑問が湧いてくるデザインの数々。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
190,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - https://tmblr.co/ZYtqOs2Sv9vAy 
191,"ほんと、バッドデザインを理解して欲しい。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
192,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note http://dlvr.it/Q5YmPw 
193,"これは面白い！/
バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
194,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …

おふざけ系かな？と思ったらめちゃまじめな記事だった。誤認くらいで済むならいいけど、危険を伴いそうなのもあってデザインの重要さを認識…"
195,"勉強になります。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
196,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
197,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
198,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
199,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
200, shinoddddd: バッドデザイン賞を勝手にノミネートしてみた-2017年度版- 
201,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
202,ツッコミどころ満載だな、これ(笑)　バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
203,NowBrowsing: バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -: http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
